episode_index,length_frames,length_seconds
7187,1482,49.4
7188,1403,46.767
7189,1483,49.433
7190,1459,48.633
7191,1426,47.533
7193,1575,52.5
7194,1564,52.133
7195,1484,49.467
7197,1654,55.133
7198,1643,54.767
7199,1721,57.367
7200,1433,47.767
7201,1612,53.733
7202,1598,53.267
7203,1542,51.4
7204,1266,42.2
7205,1566,52.2
7206,1760,58.667
7207,1784,59.467
7208,1145,38.167
7209,1521,50.7
7210,1711,57.033
7211,1581,52.7
7212,1586,52.867
7213,1163,38.767
7214,1730,57.667
7215,1122,37.4
7216,1372,45.733
7217,1768,58.933
7218,1650,55.0
7219,1687,56.233
7220,1694,56.467
7221,1410,47.0
7222,1710,57.0
7223,1600,53.333
7224,1551,51.7
7225,1006,33.533
